gap_id,task_id,task_name,raw_gap,category,event_family,initial_state_id,root_cause,root_cause_scope,root_cause_unit_id,artifact_unit_ids,global_prerequisite_ids,automatic_fixability,required_evidence,blocking_gate,cascade_class,protocol_scope_flag,validator_source,source_preflight,source_preflight_sha256
GAP-0653,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: invalid semantic trigger window TEMPORARY_NO_GO_CLEARS,semantic_triggers,TEMPORARY_NO_GO_CLEARS,,Empty semantic_triggers collection,PER_TASK,T08:semantic_triggers,T08:semantic_triggers:TEMPORARY_NO_GO_CLEARS,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_VERIFY,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,catalog_complete;semantic_schedule;fresh_event_observation,same_absent_trigger_window_cascade,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:266,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0654,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: invalid semantic trigger window TOOL_OR_TARGET_AVAILABLE_AGAIN,semantic_triggers,TOOL_OR_TARGET_AVAILABLE_AGAIN,,Empty semantic_triggers collection,PER_TASK,T08:semantic_triggers,T08:semantic_triggers:TOOL_OR_TARGET_AVAILABLE_AGAIN,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_VERIFY,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,catalog_complete;semantic_schedule;fresh_event_observation,same_absent_trigger_window_cascade,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:266,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0655,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: invalid semantic trigger window TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE,semantic_triggers,TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE,,Empty semantic_triggers collection,PER_TASK,T08:semantic_triggers,T08:semantic_triggers:TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_VERIFY,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,catalog_complete;semantic_schedule;fresh_event_observation,same_absent_trigger_window_cascade,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:266,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0656,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: invalid semantic trigger window USER_ADDS_PERSISTENT_PREFERENCE,semantic_triggers,USER_ADDS_PERSISTENT_PREFERENCE,,Empty semantic_triggers collection,PER_TASK,T08:semantic_triggers,T08:semantic_triggers:USER_ADDS_PERSISTENT_PREFERENCE,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_VERIFY,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,catalog_complete;semantic_schedule;fresh_event_observation,same_absent_trigger_window_cascade,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:266,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0657,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: invalid semantic trigger window USER_CANCELS_ACTIVE_GOAL,semantic_triggers,USER_CANCELS_ACTIVE_GOAL,,Empty semantic_triggers collection,PER_TASK,T08:semantic_triggers,T08:semantic_triggers:USER_CANCELS_ACTIVE_GOAL,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_VERIFY,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,catalog_complete;semantic_schedule;fresh_event_observation,same_absent_trigger_window_cascade,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:266,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0658,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: invalid semantic trigger window USER_REISSUES_RETIRED_GOAL,semantic_triggers,USER_REISSUES_RETIRED_GOAL,,Empty semantic_triggers collection,PER_TASK,T08:semantic_triggers,T08:semantic_triggers:USER_REISSUES_RETIRED_GOAL,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_VERIFY,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,catalog_complete;semantic_schedule;fresh_event_observation,same_absent_trigger_window_cascade,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:266,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0659,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: invalid semantic trigger window USER_REPLACES_ACTIVE_GOAL,semantic_triggers,USER_REPLACES_ACTIVE_GOAL,,Empty semantic_triggers collection,PER_TASK,T08:semantic_triggers,T08:semantic_triggers:USER_REPLACES_ACTIVE_GOAL,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_VERIFY,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,catalog_complete;semantic_schedule;fresh_event_observation,same_absent_trigger_window_cascade,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:266,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0660,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: missing alternative_valid_goals,alternative_valid_goals,,,Alternative valid goals absent and unresolved,PER_TASK,T08:alternative_valid_goals,T08:alternative_valid_goals,G-MEASUREMENT;G-SCOPE,SOURCE_GROUNDED_AUTHORING_THEN_VERIFY,Feasible task-valid family/predicate/arguments/source_ref records and verifier grounding; no invented alternatives,catalog_complete;goal_replacement_semantics,empty_required_semantic_field,DEPENDS_ON_REQUIRED_REPLACEMENT_VARIANTS,cope_benchmark/repeated_v2/task_catalog.py:213,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0661,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: missing certified safe event injection poses/regions GOAL_RECEPTACLE_OR_GROUNDING_CHANGED,safe_event_injections,GOAL_RECEPTACLE_OR_GROUNDING_CHANGED,,Empty safe-event intervention collection,PER_TASK,T08:safe_event_injections,T08:safe_event_injections:GOAL_RECEPTACLE_OR_GROUNDING_CHANGED,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_MEASURE,"Alias-bound entity, explicit safe pose or region, hashed evidence; held-object rules and unaffected progress checked",catalog_complete;physical_intervention_safety,primary_absent_intervention_certificate,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:269,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0662,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: missing certified safe event injection poses/regions TARGET_OBJECT_DISPLACED,safe_event_injections,TARGET_OBJECT_DISPLACED,,Empty safe-event intervention collection,PER_TASK,T08:safe_event_injections,T08:safe_event_injections:TARGET_OBJECT_DISPLACED,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_MEASURE,"Alias-bound entity, explicit safe pose or region, hashed evidence; held-object rules and unaffected progress checked",catalog_complete;physical_intervention_safety,primary_absent_intervention_certificate,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:269,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0663,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: missing certified safe event injection poses/regions TEMPORARY_NO_GO_APPEARS,safe_event_injections,TEMPORARY_NO_GO_APPEARS,,Empty safe-event intervention collection,PER_TASK,T08:safe_event_injections,T08:safe_event_injections:TEMPORARY_NO_GO_APPEARS,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_MEASURE,"Alias-bound entity, explicit safe pose or region, hashed evidence; held-object rules and unaffected progress checked",catalog_complete;physical_intervention_safety,primary_absent_intervention_certificate,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:269,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0664,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: missing certified safe event injection poses/regions TEMPORARY_NO_GO_CLEARS,safe_event_injections,TEMPORARY_NO_GO_CLEARS,,Empty safe-event intervention collection,PER_TASK,T08:safe_event_injections,T08:safe_event_injections:TEMPORARY_NO_GO_CLEARS,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_MEASURE,"Alias-bound entity, explicit safe pose or region, hashed evidence; held-object rules and unaffected progress checked",catalog_complete;physical_intervention_safety,primary_absent_intervention_certificate,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:269,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0665,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: missing certified safe event injection poses/regions TOOL_OR_TARGET_AVAILABLE_AGAIN,safe_event_injections,TOOL_OR_TARGET_AVAILABLE_AGAIN,,Empty safe-event intervention collection,PER_TASK,T08:safe_event_injections,T08:safe_event_injections:TOOL_OR_TARGET_AVAILABLE_AGAIN,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_MEASURE,"Alias-bound entity, explicit safe pose or region, hashed evidence; held-object rules and unaffected progress checked",catalog_complete;physical_intervention_safety,primary_absent_intervention_certificate,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:269,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0666,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: missing certified safe event injection poses/regions TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE,safe_event_injections,TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE,,Empty safe-event intervention collection,PER_TASK,T08:safe_event_injections,T08:safe_event_injections:TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_MEASURE,"Alias-bound entity, explicit safe pose or region, hashed evidence; held-object rules and unaffected progress checked",catalog_complete;physical_intervention_safety,primary_absent_intervention_certificate,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:269,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0667,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: missing hard_safety_constraints,hard_safety_constraints,,,Task hard requirements absent and unresolved,PER_TASK,T08:hard_safety_constraints,T08:hard_safety_constraints,G-MEASUREMENT;G-RUNTIME,SOURCE_GROUNDED_AUTHORING_THEN_VERIFY,Grounded hard requirements and verifier bindings consistent with real task geometry/interventions; no copied defaults,catalog_complete;sealed_hard_requirement_evaluation,empty_required_semantic_field,NO_SCOPE_CHANGE_ASSUMED,cope_benchmark/repeated_v2/task_catalog.py:213,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0668,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: missing initial state digest 0,initial_state_digests,,0,Five-state initial-state hash pack absent,PER_TASK,T08:initial_state_digests,T08:initial_state_digests,G-ASSETS,CONDITIONAL_AUTOMATIC_FROM_AUTHENTIC_BYTES,"Exact states0..4 and serialization/source/version binding, yielding five SHA256 receipts; authentic source-asset availability was not audited here",catalog_complete;calibration_state_binding;manifest_identity,distinct_hash_receipt_in_task_pack,NO_SCOPE_CHANGE_ASSUMED,cope_benchmark/repeated_v2/task_catalog.py:250,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0669,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: missing initial state digest 1,initial_state_digests,,1,Five-state initial-state hash pack absent,PER_TASK,T08:initial_state_digests,T08:initial_state_digests,G-ASSETS,CONDITIONAL_AUTOMATIC_FROM_AUTHENTIC_BYTES,"Exact states0..4 and serialization/source/version binding, yielding five SHA256 receipts; authentic source-asset availability was not audited here",catalog_complete;calibration_state_binding;manifest_identity,distinct_hash_receipt_in_task_pack,NO_SCOPE_CHANGE_ASSUMED,cope_benchmark/repeated_v2/task_catalog.py:250,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0670,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: missing initial state digest 2,initial_state_digests,,2,Five-state initial-state hash pack absent,PER_TASK,T08:initial_state_digests,T08:initial_state_digests,G-ASSETS,CONDITIONAL_AUTOMATIC_FROM_AUTHENTIC_BYTES,"Exact states0..4 and serialization/source/version binding, yielding five SHA256 receipts; authentic source-asset availability was not audited here",catalog_complete;calibration_state_binding;manifest_identity,distinct_hash_receipt_in_task_pack,NO_SCOPE_CHANGE_ASSUMED,cope_benchmark/repeated_v2/task_catalog.py:250,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0671,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: missing initial state digest 3,initial_state_digests,,3,Five-state initial-state hash pack absent,PER_TASK,T08:initial_state_digests,T08:initial_state_digests,G-ASSETS,CONDITIONAL_AUTOMATIC_FROM_AUTHENTIC_BYTES,"Exact states0..4 and serialization/source/version binding, yielding five SHA256 receipts; authentic source-asset availability was not audited here",catalog_complete;calibration_state_binding;manifest_identity,distinct_hash_receipt_in_task_pack,NO_SCOPE_CHANGE_ASSUMED,cope_benchmark/repeated_v2/task_catalog.py:250,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0672,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: missing initial state digest 4,initial_state_digests,,4,Five-state initial-state hash pack absent,PER_TASK,T08:initial_state_digests,T08:initial_state_digests,G-ASSETS,CONDITIONAL_AUTOMATIC_FROM_AUTHENTIC_BYTES,"Exact states0..4 and serialization/source/version binding, yielding five SHA256 receipts; authentic source-asset availability was not audited here",catalog_complete;calibration_state_binding;manifest_identity,distinct_hash_receipt_in_task_pack,NO_SCOPE_CHANGE_ASSUMED,cope_benchmark/repeated_v2/task_catalog.py:250,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0673,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: missing planner_compiler_metadata,planner_compiler_metadata,,,Task compiler grounding metadata absent and unresolved,PER_TASK,T08:planner_compiler_metadata,T08:planner_compiler_metadata,G-RUNTIME;G-MEASUREMENT,BIND_IMPLEMENTATION_AND_VERIFY,Explicit supported predicate/operator/skill/instruction bindings; preserve accepted omissions and corruption; no canonical-truth repair,catalog_complete;pure_common_compiler;neutral_backend,empty_required_semantic_field,NO_SCOPE_CHANGE_ASSUMED,cope_benchmark/repeated_v2/task_catalog.py:213,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0674,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: missing replaceable_goal_families,replaceable_goal_families,,,Replaceable family map absent and unresolved,PER_TASK,T08:replaceable_goal_families,T08:replaceable_goal_families,G-MEASUREMENT;G-SCOPE,SOURCE_GROUNDED_AUTHORING_THEN_VERIFY,Explicit family IDs already present in initial goals; supported replacement/retirement/reissue semantics,catalog_complete;goal_lifecycle_semantics,empty_required_semantic_field,DEPENDS_ON_REQUIRED_REPLACEMENT_VARIANTS,cope_benchmark/repeated_v2/task_catalog.py:213,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0675,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: missing semantic trigger/guard GOAL_RECEPTACLE_OR_GROUNDING_CHANGED,semantic_triggers,GOAL_RECEPTACLE_OR_GROUNDING_CHANGED,,Empty semantic_triggers collection,PER_TASK,T08:semantic_triggers,T08:semantic_triggers:GOAL_RECEPTACLE_OR_GROUNDING_CHANGED,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_VERIFY,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,catalog_complete;semantic_schedule;fresh_event_observation,same_absent_trigger_guard_cascade,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:264,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0676,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: missing semantic trigger/guard TARGET_OBJECT_DISPLACED,semantic_triggers,TARGET_OBJECT_DISPLACED,,Empty semantic_triggers collection,PER_TASK,T08:semantic_triggers,T08:semantic_triggers:TARGET_OBJECT_DISPLACED,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_VERIFY,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,catalog_complete;semantic_schedule;fresh_event_observation,same_absent_trigger_guard_cascade,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:264,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0677,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: missing semantic trigger/guard TEMPORARY_NO_GO_APPEARS,semantic_triggers,TEMPORARY_NO_GO_APPEARS,,Empty semantic_triggers collection,PER_TASK,T08:semantic_triggers,T08:semantic_triggers:TEMPORARY_NO_GO_APPEARS,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_VERIFY,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,catalog_complete;semantic_schedule;fresh_event_observation,same_absent_trigger_guard_cascade,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:264,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0678,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: missing semantic trigger/guard TEMPORARY_NO_GO_CLEARS,semantic_triggers,TEMPORARY_NO_GO_CLEARS,,Empty semantic_triggers collection,PER_TASK,T08:semantic_triggers,T08:semantic_triggers:TEMPORARY_NO_GO_CLEARS,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_VERIFY,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,catalog_complete;semantic_schedule;fresh_event_observation,same_absent_trigger_guard_cascade,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:264,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0679,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: missing semantic trigger/guard TOOL_OR_TARGET_AVAILABLE_AGAIN,semantic_triggers,TOOL_OR_TARGET_AVAILABLE_AGAIN,,Empty semantic_triggers collection,PER_TASK,T08:semantic_triggers,T08:semantic_triggers:TOOL_OR_TARGET_AVAILABLE_AGAIN,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_VERIFY,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,catalog_complete;semantic_schedule;fresh_event_observation,same_absent_trigger_guard_cascade,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:264,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0680,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: missing semantic trigger/guard TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE,semantic_triggers,TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE,,Empty semantic_triggers collection,PER_TASK,T08:semantic_triggers,T08:semantic_triggers:TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_VERIFY,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,catalog_complete;semantic_schedule;fresh_event_observation,same_absent_trigger_guard_cascade,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:264,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0681,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: missing semantic trigger/guard USER_ADDS_PERSISTENT_PREFERENCE,semantic_triggers,USER_ADDS_PERSISTENT_PREFERENCE,,Empty semantic_triggers collection,PER_TASK,T08:semantic_triggers,T08:semantic_triggers:USER_ADDS_PERSISTENT_PREFERENCE,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_VERIFY,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,catalog_complete;semantic_schedule;fresh_event_observation,same_absent_trigger_guard_cascade,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:264,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0682,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: missing semantic trigger/guard USER_CANCELS_ACTIVE_GOAL,semantic_triggers,USER_CANCELS_ACTIVE_GOAL,,Empty semantic_triggers collection,PER_TASK,T08:semantic_triggers,T08:semantic_triggers:USER_CANCELS_ACTIVE_GOAL,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_VERIFY,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,catalog_complete;semantic_schedule;fresh_event_observation,same_absent_trigger_guard_cascade,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:264,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0683,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: missing semantic trigger/guard USER_REISSUES_RETIRED_GOAL,semantic_triggers,USER_REISSUES_RETIRED_GOAL,,Empty semantic_triggers collection,PER_TASK,T08:semantic_triggers,T08:semantic_triggers:USER_REISSUES_RETIRED_GOAL,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_VERIFY,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,catalog_complete;semantic_schedule;fresh_event_observation,same_absent_trigger_guard_cascade,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:264,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0684,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: missing semantic trigger/guard USER_REPLACES_ACTIVE_GOAL,semantic_triggers,USER_REPLACES_ACTIVE_GOAL,,Empty semantic_triggers collection,PER_TASK,T08:semantic_triggers,T08:semantic_triggers:USER_REPLACES_ACTIVE_GOAL,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_VERIFY,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,catalog_complete;semantic_schedule;fresh_event_observation,same_absent_trigger_guard_cascade,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:264,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0685,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task 8: missing soft_preference_templates,soft_preference_templates,,,Persistent preference templates absent and unresolved,PER_TASK,T08:soft_preference_templates,T08:soft_preference_templates,G-MEASUREMENT;G-RUNTIME,SOURCE_GROUNDED_AUTHORING_THEN_VERIFY,Task-valid public preference templates with persistence scope and separately sealed scoring semantics,catalog_complete;persistent_preference_event,empty_required_semantic_field,NO_SCOPE_CHANGE_ASSUMED,cope_benchmark/repeated_v2/task_catalog.py:213,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
