root_cause_unit_id,task_id,task_name,category,root_cause,derived_gap_rows_before,status_after,automatic_fixability,required_evidence,blocking_gate,cascade_classes,event_families,artifact_unit_ids,global_prerequisite_ids
T08:replaceable_goal_families,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,replaceable_goal_families,Replaceable family map absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Explicit family IDs already present in initial goals; supported replacement/retirement/reissue semantics,,collection_unresolved_marker;empty_required_semantic_field,,T08:replaceable_goal_families,G-MEASUREMENT;G-SCOPE
T08:safe_event_injections,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,safe_event_injections,Empty safe-event intervention collection,7,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"Alias-bound entity, explicit safe pose or region, hashed evidence; held-object rules and unaffected progress checked",,collection_unresolved_marker;primary_absent_intervention_certificate,GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;TARGET_OBJECT_DISPLACED;TEMPORARY_NO_GO_APPEARS;TEMPORARY_NO_GO_CLEARS;TOOL_OR_TARGET_AVAILABLE_AGAIN;TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE,T08:safe_event_injections:GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;T08:safe_event_injections:TARGET_OBJECT_DISPLACED;T08:safe_event_injections:TEMPORARY_NO_GO_APPEARS;T08:safe_event_injections:TEMPORARY_NO_GO_CLEARS;T08:safe_event_injections:TOOL_OR_TARGET_AVAILABLE_AGAIN;T08:safe_event_injections:TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE,G-MEASUREMENT;G-SCOPE
T08:semantic_triggers,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,semantic_triggers,Empty semantic_triggers collection,31,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,,collection_unresolved_marker;primary_absent_trigger;same_absent_trigger_guard_cascade;same_absent_trigger_window_cascade,GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;TARGET_OBJECT_DISPLACED;TEMPORARY_NO_GO_APPEARS;TEMPORARY_NO_GO_CLEARS;TOOL_OR_TARGET_AVAILABLE_AGAIN;TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE;USER_ADDS_PERSISTENT_PREFERENCE;USER_CANCELS_ACTIVE_GOAL;USER_REISSUES_RETIRED_GOAL;USER_REPLACES_ACTIVE_GOAL,T08:semantic_triggers:GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;T08:semantic_triggers:TARGET_OBJECT_DISPLACED;T08:semantic_triggers:TEMPORARY_NO_GO_APPEARS;T08:semantic_triggers:TEMPORARY_NO_GO_CLEARS;T08:semantic_triggers:TOOL_OR_TARGET_AVAILABLE_AGAIN;T08:semantic_triggers:TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE;T08:semantic_triggers:USER_ADDS_PERSISTENT_PREFERENCE;T08:semantic_triggers:USER_CANCELS_ACTIVE_GOAL;T08:semantic_triggers:USER_REISSUES_RETIRED_GOAL;T08:semantic_triggers:USER_REPLACES_ACTIVE_GOAL,G-MEASUREMENT;G-SCOPE
T08:soft_preference_templates,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,soft_preference_templates,Persistent preference templates absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Task-valid public preference templates with persistence scope and separately sealed scoring semantics,,collection_unresolved_marker;empty_required_semantic_field,,T08:soft_preference_templates,G-MEASUREMENT;G-RUNTIME
T08:structural_and_milestones,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,structural_and_milestones,No structural/milestone evidence dossier; BDDL predicates are candidates only,7,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"Four structural decisions with evidence_refs; >=2 distinct independently verifiable milestones, >=1 preservable; task5 needs a valid second milestone or documented ineligibility",,collection_unresolved_marker;structural_checks_share_task_dossier,,T08:structural_and_milestones,G-MEASUREMENT
T08:supported_event_families,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,supported_event_families,No task support declaration; validator demands all ten per task,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Actual task-specific supported/unsupported family map; explicit review of all-ten validator conflict; never copy global library as support evidence,,collection_unresolved_marker;support_declaration_and_scope_check,,T08:supported_event_families,G-MEASUREMENT;G-SCOPE
T09:alternative_valid_goals,9,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,alternative_valid_goals,Alternative valid goals absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Feasible task-valid family/predicate/arguments/source_ref records and verifier grounding; no invented alternatives,,collection_unresolved_marker;empty_required_semantic_field,,T09:alternative_valid_goals,G-MEASUREMENT;G-SCOPE
T09:calibration_records,9,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,calibration_records,Zero authentic v2 calibration records; identity-cardinality errors are empty-set cascades,6,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"10 clean learned/nonprivileged outcomes per task: states0..4 x seeds101,131; horizon260; terminal outcome including failures; shared policy/checkpoint/protocol; unique raw trace hashes",,collection_unresolved_marker;empty_collection_consistency_cascade;primary_absent_grid,,T09:calibration_records,G-POLICY;G-RUNTIME
T09:event_feasibility,9,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,event_feasibility,Empty event_feasibility collection,11,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"Explicit passed true/false, evidence_refs and covered_state_ids0..4 for each applicable task/family under current code; real simulator/safety evidence",,collection_unresolved_marker;primary_absent_family_certificate,GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;TARGET_OBJECT_DISPLACED;TEMPORARY_NO_GO_APPEARS;TEMPORARY_NO_GO_CLEARS;TOOL_OR_TARGET_AVAILABLE_AGAIN;TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE;USER_ADDS_PERSISTENT_PREFERENCE;USER_CANCELS_ACTIVE_GOAL;USER_REISSUES_RETIRED_GOAL;USER_REPLACES_ACTIVE_GOAL,T09:event_feasibility:GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;T09:event_feasibility:TARGET_OBJECT_DISPLACED;T09:event_feasibility:TEMPORARY_NO_GO_APPEARS;T09:event_feasibility:TEMPORARY_NO_GO_CLEARS;T09:event_feasibility:TOOL_OR_TARGET_AVAILABLE_AGAIN;T09:event_feasibility:TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE;T09:event_feasibility:USER_ADDS_PERSISTENT_PREFERENCE;T09:event_feasibility:USER_CANCELS_ACTIVE_GOAL;T09:event_feasibility:USER_REISSUES_RETIRED_GOAL;T09:event_feasibility:USER_REPLACES_ACTIVE_GOAL,G-MEASUREMENT;G-SCOPE
T09:hard_safety_constraints,9,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,hard_safety_constraints,Task hard requirements absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Grounded hard requirements and verifier bindings consistent with real task geometry/interventions; no copied defaults,,collection_unresolved_marker;empty_required_semantic_field,,T09:hard_safety_constraints,G-MEASUREMENT;G-RUNTIME
T09:initial_state_digests,9,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,initial_state_digests,Five-state initial-state hash pack absent,6,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"Exact states0..4 and serialization/source/version binding, yielding five SHA256 receipts; authentic source-asset availability was not audited here",,collection_unresolved_marker;distinct_hash_receipt_in_task_pack,,T09:initial_state_digests,G-ASSETS
T09:maintenance_invariants,9,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,maintenance_invariants,Maintenance semantics unresolved; empty list does not prove none apply,1,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Identify unaffected achievements/continuous maintenance requirements or certify empty semantics where allowed; evidence must precede clearing unresolved marker,,collection_unresolved_marker,,T09:maintenance_invariants,G-MEASUREMENT
T09:planner_compiler_metadata,9,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,planner_compiler_metadata,Task compiler grounding metadata absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Explicit supported predicate/operator/skill/instruction bindings; preserve accepted omissions and corruption; no canonical-truth repair,,collection_unresolved_marker;empty_required_semantic_field,,T09:planner_compiler_metadata,G-MEASUREMENT;G-RUNTIME
T09:replaceable_goal_families,9,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,replaceable_goal_families,Replaceable family map absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Explicit family IDs already present in initial goals; supported replacement/retirement/reissue semantics,,collection_unresolved_marker;empty_required_semantic_field,,T09:replaceable_goal_families,G-MEASUREMENT;G-SCOPE
T09:safe_event_injections,9,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,safe_event_injections,Empty safe-event intervention collection,7,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"Alias-bound entity, explicit safe pose or region, hashed evidence; held-object rules and unaffected progress checked",,collection_unresolved_marker;primary_absent_intervention_certificate,GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;TARGET_OBJECT_DISPLACED;TEMPORARY_NO_GO_APPEARS;TEMPORARY_NO_GO_CLEARS;TOOL_OR_TARGET_AVAILABLE_AGAIN;TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE,T09:safe_event_injections:GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;T09:safe_event_injections:TARGET_OBJECT_DISPLACED;T09:safe_event_injections:TEMPORARY_NO_GO_APPEARS;T09:safe_event_injections:TEMPORARY_NO_GO_CLEARS;T09:safe_event_injections:TOOL_OR_TARGET_AVAILABLE_AGAIN;T09:safe_event_injections:TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE,G-MEASUREMENT;G-SCOPE
T09:semantic_triggers,9,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,semantic_triggers,Empty semantic_triggers collection,31,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,,collection_unresolved_marker;primary_absent_trigger;same_absent_trigger_guard_cascade;same_absent_trigger_window_cascade,GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;TARGET_OBJECT_DISPLACED;TEMPORARY_NO_GO_APPEARS;TEMPORARY_NO_GO_CLEARS;TOOL_OR_TARGET_AVAILABLE_AGAIN;TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE;USER_ADDS_PERSISTENT_PREFERENCE;USER_CANCELS_ACTIVE_GOAL;USER_REISSUES_RETIRED_GOAL;USER_REPLACES_ACTIVE_GOAL,T09:semantic_triggers:GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;T09:semantic_triggers:TARGET_OBJECT_DISPLACED;T09:semantic_triggers:TEMPORARY_NO_GO_APPEARS;T09:semantic_triggers:TEMPORARY_NO_GO_CLEARS;T09:semantic_triggers:TOOL_OR_TARGET_AVAILABLE_AGAIN;T09:semantic_triggers:TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE;T09:semantic_triggers:USER_ADDS_PERSISTENT_PREFERENCE;T09:semantic_triggers:USER_CANCELS_ACTIVE_GOAL;T09:semantic_triggers:USER_REISSUES_RETIRED_GOAL;T09:semantic_triggers:USER_REPLACES_ACTIVE_GOAL,G-MEASUREMENT;G-SCOPE
T09:soft_preference_templates,9,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,soft_preference_templates,Persistent preference templates absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Task-valid public preference templates with persistence scope and separately sealed scoring semantics,,collection_unresolved_marker;empty_required_semantic_field,,T09:soft_preference_templates,G-MEASUREMENT;G-RUNTIME
T09:structural_and_milestones,9,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,structural_and_milestones,No structural/milestone evidence dossier; BDDL predicates are candidates only,7,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"Four structural decisions with evidence_refs; >=2 distinct independently verifiable milestones, >=1 preservable; task5 needs a valid second milestone or documented ineligibility",,collection_unresolved_marker;structural_checks_share_task_dossier,,T09:structural_and_milestones,G-MEASUREMENT
T09:supported_event_families,9,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,supported_event_families,No task support declaration; validator demands all ten per task,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Actual task-specific supported/unsupported family map; explicit review of all-ten validator conflict; never copy global library as support evidence,,collection_unresolved_marker;support_declaration_and_scope_check,,T09:supported_event_families,G-MEASUREMENT;G-SCOPE
T00:safe_changeable_grounding,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,structural_and_milestones,safe_changeable_grounding,0,NEW_MEASURED_ELIGIBILITY_OUTCOME,REQUIRES_NEW_MEASURED_EVIDENCE,additional source-grounded and observed structural witness,task_eligibility,one_root_cause_many_derived_cells,,,
T00:UNSUPPORTED_REGISTERED_EIGHT_EVENT_TEMPLATE,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,schedule_coverage,UNSUPPORTED_REGISTERED_EIGHT_EVENT_TEMPLATE,0,NEW_MEASURED_ELIGIBILITY_OUTCOME,REQUIRES_NEW_MEASURED_EVIDENCE,"task-local support for both temporary lifecycles, preference, reissue, one grounding event, and one retirement event",task_eligibility;manifest_schedule,one_root_cause_many_derived_cells,,,
T02:UNSUPPORTED_REGISTERED_EIGHT_EVENT_TEMPLATE,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,schedule_coverage,UNSUPPORTED_REGISTERED_EIGHT_EVENT_TEMPLATE,0,NEW_MEASURED_ELIGIBILITY_OUTCOME,REQUIRES_NEW_MEASURED_EVIDENCE,"task-local support for both temporary lifecycles, preference, reissue, one grounding event, and one retirement event",task_eligibility;manifest_schedule,one_root_cause_many_derived_cells,,,
T03:CLEAN_SUCCESS_RATE_OUTSIDE_FROZEN_INTERVAL,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,calibration,CLEAN_SUCCESS_RATE_OUTSIDE_FROZEN_INTERVAL,0,NEW_MEASURED_ELIGIBILITY_OUTCOME,REQUIRES_NEW_MEASURED_EVIDENCE,"measured clean success within the unchanged inclusive [0.40,0.95] interval",task_eligibility,one_root_cause_many_derived_cells,,,
T03:UNSUPPORTED_REGISTERED_EIGHT_EVENT_TEMPLATE,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,schedule_coverage,UNSUPPORTED_REGISTERED_EIGHT_EVENT_TEMPLATE,0,NEW_MEASURED_ELIGIBILITY_OUTCOME,REQUIRES_NEW_MEASURED_EVIDENCE,"task-local support for both temporary lifecycles, preference, reissue, one grounding event, and one retirement event",task_eligibility;manifest_schedule,one_root_cause_many_derived_cells,,,
T05:two_independently_verifiable_milestones,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,structural_and_milestones,two_independently_verifiable_milestones,0,NEW_MEASURED_ELIGIBILITY_OUTCOME,REQUIRES_NEW_MEASURED_EVIDENCE,additional source-grounded and observed structural witness,task_eligibility,one_root_cause_many_derived_cells,,,
T05:completed_milestone_preservable,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,structural_and_milestones,completed_milestone_preservable,0,NEW_MEASURED_ELIGIBILITY_OUTCOME,REQUIRES_NEW_MEASURED_EVIDENCE,additional source-grounded and observed structural witness,task_eligibility,one_root_cause_many_derived_cells,,,
T05:UNSUPPORTED_REGISTERED_EIGHT_EVENT_TEMPLATE,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,schedule_coverage,UNSUPPORTED_REGISTERED_EIGHT_EVENT_TEMPLATE,0,NEW_MEASURED_ELIGIBILITY_OUTCOME,REQUIRES_NEW_MEASURED_EVIDENCE,"task-local support for both temporary lifecycles, preference, reissue, one grounding event, and one retirement event",task_eligibility;manifest_schedule,one_root_cause_many_derived_cells,,,
T08:HORIZON_UNESTIMABLE,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,calibration,HORIZON_UNESTIMABLE,0,NEW_MEASURED_ELIGIBILITY_OUTCOME,REQUIRES_NEW_MEASURED_EVIDENCE,additional preregistered unique calibration states with successful trajectories,clean_horizon_and_task_eligibility,one_root_cause_many_derived_cells,,,
T08:UNSUPPORTED_REGISTERED_EIGHT_EVENT_TEMPLATE,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,schedule_coverage,UNSUPPORTED_REGISTERED_EIGHT_EVENT_TEMPLATE,0,NEW_MEASURED_ELIGIBILITY_OUTCOME,REQUIRES_NEW_MEASURED_EVIDENCE,"task-local support for both temporary lifecycles, preference, reissue, one grounding event, and one retirement event",task_eligibility;manifest_schedule,one_root_cause_many_derived_cells,,,
T09:CLEAN_SUCCESS_RATE_OUTSIDE_FROZEN_INTERVAL,9,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,calibration,CLEAN_SUCCESS_RATE_OUTSIDE_FROZEN_INTERVAL,0,NEW_MEASURED_ELIGIBILITY_OUTCOME,REQUIRES_NEW_MEASURED_EVIDENCE,"measured clean success within the unchanged inclusive [0.40,0.95] interval",task_eligibility,one_root_cause_many_derived_cells,,,
T09:UNSUPPORTED_REGISTERED_EIGHT_EVENT_TEMPLATE,9,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,schedule_coverage,UNSUPPORTED_REGISTERED_EIGHT_EVENT_TEMPLATE,0,NEW_MEASURED_ELIGIBILITY_OUTCOME,REQUIRES_NEW_MEASURED_EVIDENCE,"task-local support for both temporary lifecycles, preference, reissue, one grounding event, and one retirement event",task_eligibility;manifest_schedule,one_root_cause_many_derived_cells,,,
